drugName,condition,review,rating,usefulCount
Citalopram,Anxiety and Stress,"""Coming up to the 1 year mark, been on 20mg per day until this week when I&#039;ve increased to 30mg. Until last few weeks my anxiety has been manageable but now I feel it returning due to some personal issues at home.
Compared to how I was this time last year just before I started I am ten times better, but am by no means cured. I&#039;ve increased my dosage with doctors guidance in order to continue managing my anxiety and depression.I find this medication great in most ways but the side effects are not good. I had severe nausea for the first 3 weeks, night tremors, hot sweats, no appetite. Within 4 weeks these had all gone completely but I&#039;ve found that I suffer with terrible short term memory, increased hair loss and alcohol affects me much worse.""",9.0,43
Ethinyl estradiol / norethindrone,Menstrual Disorders,"""Took this med for one full month and half of another and stopped using it.  Headaches daily: pain at top of my head and down my neck, mood swings and anxiety like never before.  Unable to lose weight.  Just didnt like how it made me feel.  Period was not as heavy was only benefit.  Ill suffer 4 days of heavy period to never feel like this again.""",1.0,2
Benicar,High Blood Pressure,"""This is the worst medication I have ever taken! It was poison to me! Severe lower back pain so bad had to walk with 2 canes! Thought it was sciatica , had extreme bladder pain, headaches , burning itching feet, severe , constipation , stomach pain so bad I ended up in emergency room! And ended up with upper respitory infection, My primary care took me off this garbage , all symptoms seem to be going away! Just a warning before you take this poison ask questions and read up on it!!!!!""",1.0,31
Lurasidone,Bipolar Disorde,"""I&#039;m 21 years old, and have been diagnosed as major depressive and having generalized anxiety since I was 17. Since then I&#039;ve been on three different antidepressants from citalopram to Zoloft, and they all had mediocre effects on my depression. It wasn&#039;t until I saw a new psychiatrist and had a new diagnosis of bipolar l that I started to experience genuine relief. I attribute most of my recovery to Latuda. In the first weeks of taking this medicine I experienced terrible akathisia (the feeling of tickles or ants in your body) which kept me up at night, but after a few weeks I was told to take it with my trazadone (my sleeping pill) at night and the sensation went away. It was probably only a few weeks when I began to feel normal.""",10.0,37
Varenicline,Smoking Cessation,"""I am officially a Non Smoker for the first time in 25 years. Chantix has been a miracle for me and it less than 2 weeks to quit. I&#039;m so happy and would recommend it to anyone. I also haven&#039;t had any side effects with the drug. Good luck, hope this helps whoever is reading this and I also want you to know, if I can quit.....you can too!!!&amp;""",10.0,33
Blisovi 24 Fe,Birth Control,"""This was my first ever birth control experience and although it worked fairly well for the first month concerning period regulation, I had major breakthrough bleeding on my second pack that resembled a heavy, two-week long period on my active pills. My endocrinologist hadn&#039;t asked me about history with mental illness before she prescribed me this medication and unfortunately the pill magnified my severe depression progressively throughout my three packs. Because of it, I am more emotionally fragile and cry very easily. My anxiety has been heightened to a point where I can&#039;t go outside at the risk of panicking, and I&#039;m constantly very jittery/shaky. I would not recommend this product for women experiencing any sort of depression or anxiety.""",1.0,1
Meclizine,Vertig,"""I have been taking this as needed for a year now. I was experiencing bad vertigo and ended up having a brain tumor. 2 surgeries and 3 hospitalizations later I still experience some vertigo and vision issues. I take 25 mg as needed and it helps tremendously! It does make you drowsy, but after using it for awhile that side effect does subside. I have had no other side effects from it, I find it very calming and it also helps with mild nausea which typically accompanies the vertigo.""",8.0,50
Nitrofurantoin,Urinary Tract Infection,"""After being diagnosed with a UTI, I was given macrobid 100mg 2xday. The first day was fine. On the second day, I noticed a lot of stomach pain after taking each dose. On the 3rd day, I woke up with a headache, abdominal pain, and a weak and ill feeling. I called my doctor to see if i could get switched to another medication. I felt ill, foggy headed and anxious the rest of that day. I did not like this medication and won&#039;t take it again.""",4.0,25
Ibandronate,Osteoporosis,"""I have used the drug for 2 years and there has been a significant increase in my BMD.  My T score went from 2.7 to 2.0 using the once a month pill coupled with daily Vitamin D and Calcium Supplements.""",10.0,67
Atarax,Sedation,"""Made me so tired could not focus or stand up, it pretty much sedated me slept like a baby. Doctor said it would make me sleepy because of a bad allergic reaction to Testim so it sedated me to keep me from scratching my rash.""",6.0,51
Privine,Nasal Congestion,"""If you cant find it anymore Check out the ingredients of:
CLEAR EYES &quot;MAXIMUM Redness Relief&quot; (ONLY)
not the other CLEAR EYES eye drops
The ingredients are almost identical.""",10.0,9
Irbesartan,High Blood Pressure,"""Yes, my BP went down a little but the side effects were so dreadful I had no choice but to give this drug up after 4 wks.  Almost immediately I began to feel lethargic and within days, despite also making me feel bloated, I lost my appetite and the reflux set in big time.  Eventually my urine turned a dark yellow, I often felt light-headed on getting up and my energy levels dropped so low that I could barely put one foot in front of the other on a trip to the city (I can normally walk/jog 3 miles for exercise).  I came off them 3 days ago and my energy levels are nearly back to normal but, because my liver was having difficulty processing the drug, its bilirubin levels remain off the scale (nearly 10 times the norm) and I now have jaundice.""",1.0,21
Atomoxetine,ADHD,"""Was only on this for 4 days. I yook 25mg in the mornings. The side effects were bad and got progressively worse. My head felt weird and also headaches that lasted hours on end. Took extra long to fall asleep the third day. I barely ate the third and fourth day because the naseua was so bad. I would eat something small then feel like vomitting. The last day I tried to take it before bedtime as directed to try to sleep through the bad parts, but ended up calling off work because of severe insomnia. I would not recommend this stuff for anyone. Stay away from this stuff!""",1.0,10
Diazepam,Anxiety,"""I had pain in my stomach no one could diagnose for three months. I was put on SSRI that made me worse an I lost 35 pounds with no appetite. Pain one day released and I became extremely anxious . by taking a small dose of Valium in the am and pm I am so much better also was given Dr Claire Weeks book which helped. I never thought I would recover hang in there.""",10.0,63
Trilipix,High Cholesterol,"""Developed extreme pain in left leg radiating up to hip. Sinus problems and sleeplessness""",3.0,5
Diazepam,Anxiety,"""I struggle with the choice of Clonazepam, or Diazepam. I can feel the difference between the two. Valium is a much calmer drug.""",5.0,72
Bupropion / naltrexone,Obesity,"""Well I&#039;ve been taking this med for a little over a month now. I will say the first night I took it I did suffer insomnia but only for one night. Now that I&#039;m on the full dosage for about 2 weeks now I am noticing more of a nausea feeling for the past few days. I&#039;ve lost about 13lbs so it does works for me. However I don&#039;t believe I&#039;ll be taking for too much longer due to the nausea feeling. 
FYI - If you eat any grease or fried foods you will definitely feel the affects. It does force you to think about what you are eating and how it affects you.""",8.0,11
