drugName,condition,n_reviews,avg_rating,sentiment_score,total_useful
Femring,Postmenopausal Symptoms,15,8.4,0.8295,234
Angeliq,Postmenopausal Symptoms,20,8.1,0.8262,568
Drospirenone / estradiol,Postmenopausal Symptoms,20,8.1,0.8262,568
CombiPatch,Postmenopausal Symptoms,8,7.12,0.8258,98
Premarin,Postmenopausal Symptoms,18,8.56,0.8144,1023
Evamist,Postmenopausal Symptoms,15,8.33,0.8099,637
Estradiol / norethindrone,Postmenopausal Symptoms,18,7.17,0.8083,230
Conjugated estrogens,Postmenopausal Symptoms,26,8.38,0.8076,1069
Vivelle-Dot,Postmenopausal Symptoms,16,7.94,0.7997,657
Conjugated estrogens / medroxyprogesterone,Postmenopausal Symptoms,11,7.27,0.778,301
Climara,Postmenopausal Symptoms,15,6.4,0.77,492
Estradiol,Postmenopausal Symptoms,136,7.47,0.7592,4561
Prempro,Postmenopausal Symptoms,9,7.22,0.7319,290
Paroxetine,Postmenopausal Symptoms,5,6.2,0.6883,15
Ethinyl estradiol / norethindrone,Postmenopausal Symptoms,6,6.83,0.6505,102
Estradiol Patch,Postmenopausal Symptoms,10,6.1,0.6122,310
Estradiol / levonorgestrel,Postmenopausal Symptoms,16,4.5,0.5316,89
Climara Pro,Postmenopausal Symptoms,15,4.27,0.5006,89
Minivelle,Postmenopausal Symptoms,5,7.2,0.4702,227
Prednisolone,Postoperative Ocular Inflammation,5,2.0,0.2247,73
Ketorolac,Postoperative Pain,26,7.54,0.7323,311
Toradol,Postoperative Pain,15,6.73,0.7308,270
Effexor XR,Postpartum Depression,11,8.18,0.9037,132
Sertraline,Postpartum Depression,19,8.05,0.7853,432
Venlafaxine,Postpartum Depression,15,7.07,0.7805,164
Zoloft,Postpartum Depression,17,8.0,0.7699,431
Paroxetine,Postpartum Depression,6,6.83,0.7576,96
Paxil,Postpartum Depression,6,6.83,0.7576,96
Celexa,Postpartum Depression,12,7.33,0.7112,370
Citalopram,Postpartum Depression,21,7.19,0.6948,454
Fludrocortisone,Postural Orthostatic Tachycardia Syndrome,11,7.64,0.7727,117
ProAmatine,Postural Orthostatic Tachycardia Syndrome,5,6.0,0.7632,130
Midodrine,Postural Orthostatic Tachycardia Syndrome,9,5.67,0.6589,201
Leuprolide,Precocious Puberty,14,6.64,0.7383,282
Lupron Depot-PED,Precocious Puberty,13,6.46,0.7322,280
Terbutaline,Premature Lab,6,5.33,0.7755,22
Hydroxyprogesterone,Premature Lab,47,6.79,0.7227,432
Makena,Premature Lab,47,6.79,0.7227,432
Metoprolol,Premature Ventricular Depolarizations,7,6.86,0.8422,210
Escitalopram,Premenstrual Dysphoric Disorde,8,9.25,0.9497,339
Fluoxetine,Premenstrual Dysphoric Disorde,74,8.65,0.9017,3196
Sarafem,Premenstrual Dysphoric Disorde,18,8.72,0.8738,1101
Sertraline,Premenstrual Dysphoric Disorde,36,8.67,0.8614,1603
Zoloft,Premenstrual Dysphoric Disorde,30,8.53,0.8474,1575
Yasmin,Premenstrual Dysphoric Disorde,6,6.67,0.8206,120
Citalopram,Premenstrual Dysphoric Disorde,14,9.21,0.8112,454
Prozac,Premenstrual Dysphoric Disorde,11,7.45,0.7921,641
Yaz,Premenstrual Dysphoric Disorde,53,7.62,0.7896,1209
Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde,83,7.2,0.7692,1535
Gianvi,Premenstrual Dysphoric Disorde,17,7.41,0.7657,179
Beyaz,Premenstrual Dysphoric Disorde,10,7.9,0.7075,177
Drospirenone / ethinyl estradiol / levomefolate calcium,Premenstrual Dysphoric Disorde,11,7.64,0.6749,177
Ethinyl estradiol / levonorgestrel,Premenstrual Syndrome,11,3.73,0.3323,18
Methenamine,Prevention of Bladder infection,8,9.75,0.9036,355
Macrodantin,Prevention of Bladder infection,9,7.11,0.6427,467
Nitrofurantoin,Prevention of Bladder infection,43,7.09,0.622,1546
Macrobid,Prevention of Bladder infection,14,6.14,0.5944,660
Atorvastatin,Prevention of Cardiovascular Disease,6,4.5,0.478,283
Fluoride,Prevention of Dental Caries,8,7.5,0.7404,42
Potassium chloride,Prevention of Hypokalemia,7,6.57,0.7511,94
Alendronate,Prevention of Osteoporosis,10,2.4,0.2529,520
Dabigatran,Prevention of Thromboembolism in Atrial Fibrillation,62,7.31,0.8234,2688
Pradaxa,Prevention of Thromboembolism in Atrial Fibrillation,60,7.3,0.8205,2685
Eliquis,Prevention of Thromboembolism in Atrial Fibrillation,33,6.27,0.6014,1505
Apixaban,Prevention of Thromboembolism in Atrial Fibrillation,37,6.05,0.5826,1559
Spironolactone,Primary Hyperaldosteronism,5,9.4,0.886,191
Hizentra,Primary Immunodeficiency Syndrome,12,6.42,0.7686,126
Immune globulin subcutaneous,Primary Immunodeficiency Syndrome,18,7.17,0.7489,143
Estradiol,Primary Ovarian Failure,7,7.29,0.9074,126
Prometrium,Progesterone Insufficiency,6,8.5,0.8868,234
Progesterone,Progesterone Insufficiency,14,7.0,0.7084,335
Bicalutamide,Prostate Cance,8,8.0,0.891,569
Casodex,Prostate Cance,6,7.83,0.8701,515
Abiraterone,Prostate Cance,12,9.25,0.8534,423
Zytiga,Prostate Cance,12,9.25,0.8534,423
Sipuleucel-T,Prostate Cance,5,6.2,0.8367,59
Goserelin,Prostate Cance,5,7.8,0.7955,240
Zoladex,Prostate Cance,5,7.8,0.7955,240
Lupron,Prostate Cance,30,6.87,0.777,2129
Leuprolide,Prostate Cance,47,6.68,0.7336,2509
Eligard,Prostate Cance,7,7.43,0.6777,141
Lupron Depot,Prostate Cance,6,6.67,0.6448,227
Bactrim DS,Prostatitis,6,5.17,0.5256,69
Sulfamethoxazole / trimethoprim,Prostatitis,18,4.22,0.487,205
Cipro,Prostatitis,16,4.44,0.4672,440
Ciprofloxacin,Prostatitis,35,4.03,0.4251,567
Levaquin,Prostatitis,7,4.86,0.3894,142
Levofloxacin,Prostatitis,10,3.8,0.3579,148
Bactrim,Prostatitis,6,2.5,0.2385,98
Atarax,Pruritus,5,8.2,0.6978,229
Hydroxyzine,Pruritus,24,7.04,0.6845,613
Nuedexta,Pseudobulbar Affect,12,9.08,0.8095,537
Dextromethorphan / quinidine,Pseudobulbar Affect,13,8.62,0.7562,537
Diamox,Pseudotumor Cerebri,26,6.77,0.7066,640
Acetazolamide,Pseudotumor Cerebri,61,6.66,0.6807,940
Elocon,Psoriasis,11,9.64,0.988,365
Mometasone,Psoriasis,14,9.43,0.9729,396
Olux,Psoriasis,7,9.0,0.9697,91
Coal tar,Psoriasis,10,8.7,0.9406,130
Psoriasin,Psoriasis,6,8.17,0.9374,86
Clobetasol,Psoriasis,45,8.89,0.9137,1016
Halobetasol,Psoriasis,11,8.45,0.9097,72
Clobex,Psoriasis,21,8.71,0.9019,651
Desoximetasone,Psoriasis,8,8.38,0.8879,93
Ustekinumab,Psoriasis,89,8.49,0.8819,2961
Stelara,Psoriasis,88,8.48,0.8806,2960
Methotrexate,Psoriasis,65,8.17,0.8636,3167
Etanercept,Psoriasis,24,8.12,0.8357,282
Taclonex,Psoriasis,32,7.56,0.8249,389
Enbrel,Psoriasis,22,8.05,0.8211,279
Betamethasone / calcipotriene,Psoriasis,40,7.35,0.8128,407
Acitretin,Psoriasis,12,7.58,0.7988,335
Adalimumab,Psoriasis,81,7.53,0.7898,2221
Humira,Psoriasis,80,7.5,0.7875,2220
Soriatane,Psoriasis,7,7.57,0.7821,278
Triamcinolone,Psoriasis,11,7.91,0.7821,114
Dovonex,Psoriasis,11,6.91,0.766,282
Fluocinonide,Psoriasis,14,7.64,0.7636,247
Calcipotriene,Psoriasis,14,7.36,0.7598,307
Kenalog,Psoriasis,5,7.4,0.746,53
Infliximab,Psoriatic Arthritis,11,8.82,0.8476,214
Remicade,Psoriatic Arthritis,11,8.82,0.8476,214
Adalimumab,Psoriatic Arthritis,51,7.49,0.8278,1458
Humira,Psoriatic Arthritis,51,7.49,0.8278,1458
Etanercept,Psoriatic Arthritis,34,8.35,0.8205,763
Enbrel,Psoriatic Arthritis,33,8.3,0.816,763
Methotrexate,Psoriatic Arthritis,14,6.29,0.7408,198
Ustekinumab,Psoriatic Arthritis,13,6.15,0.7187,192
Sulfasalazine,Psoriatic Arthritis,12,5.58,0.7059,335
Stelara,Psoriatic Arthritis,12,6.5,0.6978,190
Golimumab,Psoriatic Arthritis,13,5.77,0.6859,220
Simponi,Psoriatic Arthritis,13,5.77,0.6859,220
Otezla,Psoriatic Arthritis,65,5.29,0.546,1412
Certolizumab,Psoriatic Arthritis,5,4.8,0.5274,36
Cimzia,Psoriatic Arthritis,5,4.8,0.5274,36
Apremilast,Psoriatic Arthritis,69,5.13,0.5264,1416
Cosentyx,Psoriatic Arthritis,9,2.78,0.3722,79
Secukinumab,Psoriatic Arthritis,9,2.78,0.3722,79
Haldol,Psychosis,12,8.33,0.8307,464
Fanapt,Psychosis,6,6.5,0.7552,122
Iloperidone,Psychosis,6,6.5,0.7552,122
Haloperidol,Psychosis,35,7.37,0.7316,659
Fluphenazine,Psychosis,7,6.43,0.7134,101
Perphenazine,Psychosis,8,6.5,0.6991,83
Apixaban,Pulmonary Embolism,7,7.71,0.6979,180
Rivaroxaban,Pulmonary Embolism,36,6.72,0.689,854
Xarelto,Pulmonary Embolism,33,6.64,0.6716,847
Warfarin,"Pulmonary Embolism, First Event",5,9.4,0.8607,137
Letairis,Pulmonary Hypertension,9,8.78,0.8686,163
Revatio,Pulmonary Hypertension,8,6.12,0.8192,173
Sildenafil,Pulmonary Hypertension,8,6.12,0.8192,173
Ambrisentan,Pulmonary Hypertension,10,8.0,0.8054,163
Tyvaso,Pulmonary Hypertension,9,8.0,0.7755,68
Treprostinil,Pulmonary Hypertension,10,7.6,0.7249,68
Adcirca,Pulmonary Hypertension,5,5.4,0.648,54
Tadalafil,Pulmonary Hypertension,5,5.4,0.648,54
Selexipag,Pulmonary Hypertension,6,4.33,0.5329,37
Uptravi,Pulmonary Hypertension,5,4.2,0.5186,37
Procardia,Raynaud's Syndrome,5,7.2,0.7721,134
Nifedipine,Raynaud's Syndrome,32,7.66,0.7508,674
Trazodone,Reflex Sympathetic Dystrophy Syndrome,7,7.57,0.794,203
Gabapentin,Reflex Sympathetic Dystrophy Syndrome,17,6.18,0.7345,120
Pregabalin,Reflex Sympathetic Dystrophy Syndrome,14,7.14,0.7311,157
Lyrica,Reflex Sympathetic Dystrophy Syndrome,9,5.78,0.626,106
Sunitinib,Renal Cell Carcinoma,18,7.83,0.8703,921
Pazopanib,Renal Cell Carcinoma,39,8.33,0.8694,2081
Votrient,Renal Cell Carcinoma,33,8.24,0.8607,2052
Sutent,Renal Cell Carcinoma,16,7.81,0.8599,907
Neurontin,Restless Legs Syndrome,7,8.71,0.9157,726
Carbidopa / levodopa,Restless Legs Syndrome,20,8.35,0.8747,685
Neupro,Restless Legs Syndrome,25,8.48,0.8531,602
Rotigotine,Restless Legs Syndrome,25,8.48,0.8531,602
Sinemet,Restless Legs Syndrome,12,7.67,0.8492,544
Horizant,Restless Legs Syndrome,15,7.93,0.8177,562
Tramadol,Restless Legs Syndrome,82,8.54,0.8147,2529
Klonopin,Restless Legs Syndrome,11,7.91,0.8041,803
Mirapex,Restless Legs Syndrome,80,7.79,0.7961,3107
Gabapentin,Restless Legs Syndrome,68,7.91,0.7901,3525
Gabapentin enacarbil,Restless Legs Syndrome,16,7.56,0.789,565
Clonazepam,Restless Legs Syndrome,42,8.02,0.7846,1799
Pramipexole,Restless Legs Syndrome,122,7.38,0.775,3543
Ropinirole,Restless Legs Syndrome,179,6.66,0.7121,3965
Ultram,Restless Legs Syndrome,8,6.62,0.7121,250
Requip,Restless Legs Syndrome,78,6.63,0.7119,2835
Naloxone,Reversal of Opioid Sedation,5,6.0,0.5387,15
Vicodin,Rheumatoid Arthritis,6,9.83,0.9697,555
Piroxicam,Rheumatoid Arthritis,5,8.0,0.9594,62
Lortab,Rheumatoid Arthritis,5,8.8,0.933,251
Celebrex,Rheumatoid Arthritis,17,8.47,0.9155,950
Tramadol,Rheumatoid Arthritis,9,9.44,0.9136,380
Methylprednisolone,Rheumatoid Arthritis,12,8.33,0.9026,334
Triamcinolone,Rheumatoid Arthritis,5,9.8,0.8879,72
Celecoxib,Rheumatoid Arthritis,20,8.15,0.8783,959
Arthrotec,Rheumatoid Arthritis,7,7.43,0.8741,242
Diclofenac / misoprostol,Rheumatoid Arthritis,7,7.43,0.8741,242
Infliximab,Rheumatoid Arthritis,27,8.19,0.8697,851
Etanercept,Rheumatoid Arthritis,82,8.3,0.866,3291
Remicade,Rheumatoid Arthritis,26,8.12,0.8647,848
Enbrel,Rheumatoid Arthritis,78,8.24,0.8615,3280
Actemra,Rheumatoid Arthritis,13,8.31,0.8474,547
Tocilizumab,Rheumatoid Arthritis,14,8.21,0.8261,548
Esomeprazole / naproxen,Rheumatoid Arthritis,6,8.83,0.8144,114
Vimovo,Rheumatoid Arthritis,6,8.83,0.8144,114
Prednisone,Rheumatoid Arthritis,31,8.0,0.8096,2202
Rituximab,Rheumatoid Arthritis,47,7.66,0.8022,2040
Simponi,Rheumatoid Arthritis,29,7.55,0.7963,1017
Diclofenac,Rheumatoid Arthritis,30,7.17,0.7832,596
Acetaminophen / hydrocodone,Rheumatoid Arthritis,23,7.57,0.7777,1280
Golimumab,Rheumatoid Arthritis,37,7.27,0.7716,1082
Naproxen,Rheumatoid Arthritis,19,7.0,0.7648,696
Methotrexate,Rheumatoid Arthritis,71,7.21,0.7627,5552
Mobic,Rheumatoid Arthritis,18,6.39,0.7333,1067
Voltaren,Rheumatoid Arthritis,11,6.45,0.724,301
Abatacept,Rheumatoid Arthritis,23,7.0,0.7237,1133
Plaquenil,Rheumatoid Arthritis,34,6.65,0.7228,3261
Orencia,Rheumatoid Arthritis,22,6.91,0.7116,1133
Adalimumab,Rheumatoid Arthritis,92,6.54,0.7041,4433
Humira,Rheumatoid Arthritis,89,6.46,0.6981,4429
Rituxan,Rheumatoid Arthritis,9,6.78,0.6942,717
Hydroxychloroquine,Rheumatoid Arthritis,66,6.76,0.6857,4387
Arava,Rheumatoid Arthritis,20,6.5,0.6802,1979
Meloxicam,Rheumatoid Arthritis,34,6.0,0.6711,1529
Leflunomide,Rheumatoid Arthritis,38,6.53,0.661,2519
Aleve,Rheumatoid Arthritis,6,6.83,0.6572,346
Tofacitinib,Rheumatoid Arthritis,37,6.14,0.654,1174
Xeljanz,Rheumatoid Arthritis,33,5.88,0.6396,1171
Sulfasalazine,Rheumatoid Arthritis,25,5.52,0.6201,1371
Simponi Aria,Rheumatoid Arthritis,6,6.0,0.5787,56
Nabumetone,Rheumatoid Arthritis,8,4.5,0.3985,197
Allerx Dose Pack DF,Rhinitis,5,9.6,0.9877,18
Veramyst,Rhinitis,9,8.11,0.8058,167
Flonase,Rhinitis,35,7.31,0.7428,962
Fluticasone,Rhinitis,58,7.22,0.7362,1235
Accutane,Rosacea,6,9.17,0.9673,116
Sulfacetamide sodium / sulfur,Rosacea,16,8.88,0.879,285
Isotretinoin,Rosacea,10,8.5,0.878,123
Oracea,Rosacea,37,8.38,0.8387,989
Azelaic acid,Rosacea,47,8.11,0.8066,921
Doxycycline,Rosacea,71,8.0,0.8063,1711
Minocycline,Rosacea,24,8.71,0.8018,481
Finacea,Rosacea,34,7.97,0.7846,831
Soolantra,Rosacea,73,7.49,0.7591,984
Ivermectin,Rosacea,81,7.53,0.7445,1038
MetroCream,Rosacea,5,5.8,0.7432,207
MetroGel,Rosacea,16,7.19,0.7379,787
Metronidazole,Rosacea,50,6.9,0.7072,1506
Mirvaso,Rosacea,83,3.55,0.3715,1541
Brimonidine,Rosacea,95,3.4,0.3583,1558
Oxymetazoline,Rosacea,11,2.82,0.2775,39
Rhofade,Rosacea,11,2.82,0.2775,39
Permethrin,Scabies,8,7.12,0.7333,270
Lurasidone,Schizoaffective Disorde,20,9.1,0.925,459
Latuda,Schizoaffective Disorde,14,8.93,0.9177,443
Lamotrigine,Schizoaffective Disorde,12,9.33,0.8859,329
Lamictal,Schizoaffective Disorde,9,9.22,0.8682,302
Asenapine,Schizoaffective Disorde,21,7.71,0.8367,527
Saphris,Schizoaffective Disorde,21,7.71,0.8367,527
Zyprexa,Schizoaffective Disorde,21,6.57,0.7786,430
Ziprasidone,Schizoaffective Disorde,37,7.22,0.7571,650
Geodon,Schizoaffective Disorde,35,7.11,0.7455,644
Olanzapine,Schizoaffective Disorde,38,5.92,0.7406,542
Seroquel,Schizoaffective Disorde,24,7.46,0.7372,572
Abilify,Schizoaffective Disorde,36,7.03,0.7292,705
Aripiprazole,Schizoaffective Disorde,40,6.82,0.716,713
Invega Sustenna,Schizoaffective Disorde,9,6.11,0.7155,138
Risperdal,Schizoaffective Disorde,19,6.37,0.7116,502
Quetiapine,Schizoaffective Disorde,32,6.81,0.7059,608
Risperidone,Schizoaffective Disorde,30,6.33,0.6879,565
Paliperidone,Schizoaffective Disorde,46,6.07,0.6641,889
Seroquel XR,Schizoaffective Disorde,6,5.0,0.6471,35
Lithium,Schizoaffective Disorde,5,9.0,0.6336,79
Invega,Schizoaffective Disorde,32,5.69,0.6169,733
Chlorpromazine,Schizophrenia,7,9.14,0.9779,88
Trifluoperazine,Schizophrenia,7,8.57,0.9581,88
Risperdal Consta,Schizophrenia,5,8.4,0.9501,201
Seroquel XR,Schizophrenia,6,8.67,0.9078,102
Cariprazine,Schizophrenia,13,7.85,0.8983,232
Vraylar,Schizophrenia,13,7.85,0.8983,232
Clozaril,Schizophrenia,8,9.0,0.8982,761
Asenapine,Schizophrenia,26,7.88,0.8834,475
Saphris,Schizophrenia,26,7.88,0.8834,475
Clozapine,Schizophrenia,21,8.62,0.7925,1298
Geodon,Schizophrenia,27,7.07,0.7628,582
Ziprasidone,Schizophrenia,30,6.9,0.7524,586
Fanapt,Schizophrenia,11,7.0,0.7405,202
Quetiapine,Schizophrenia,32,7.12,0.734,611
Olanzapine,Schizophrenia,37,6.59,0.7198,904
Abilify Maintena,Schizophrenia,5,8.2,0.7018,49
Iloperidone,Schizophrenia,12,6.5,0.7,203
Zyprexa,Schizophrenia,20,6.75,0.6974,726
Aripiprazole,Schizophrenia,57,6.67,0.6934,1290
Abilify,Schizophrenia,48,6.44,0.6851,1231
Invega Trinza,Schizophrenia,5,7.6,0.6591,45
Risperidone,Schizophrenia,47,5.83,0.6546,972
Seroquel,Schizophrenia,21,6.33,0.6531,500
Lurasidone,Schizophrenia,62,6.44,0.6473,1741
Invega Sustenna,Schizophrenia,19,6.53,0.6449,284
Latuda,Schizophrenia,59,6.39,0.6437,1740
Paliperidone,Schizophrenia,67,6.1,0.5952,1193
Risperdal,Schizophrenia,25,5.36,0.5846,673
Brexpiprazole,Schizophrenia,12,6.0,0.5428,173
Invega,Schizophrenia,33,5.64,0.5308,834
Rexulti,Schizophrenia,9,4.89,0.4132,169
Diclofenac / misoprostol,Sciatica,8,9.0,0.8897,399
Voltaren,Sciatica,6,7.83,0.8897,331
Arthrotec,Sciatica,7,8.86,0.8797,399
Ibuprofen,Sciatica,6,6.83,0.8196,130
Diclofenac,Sciatica,17,7.53,0.8035,569
Cyclobenzaprine,Sciatica,38,6.55,0.7373,1576
Naproxen,Sciatica,28,6.75,0.6975,1165
Flexeril,Sciatica,18,6.28,0.6968,1152
Aleve,Sciatica,8,7.25,0.6692,546
Nabumetone,Sciatica,6,4.67,0.583,208
Bupropion,Seasonal Affective Disorde,14,9.43,0.936,546
Patanol,Seasonal Allergic Conjunctivitis,17,8.35,0.8064,218
Olopatadine,Seasonal Allergic Conjunctivitis,46,7.07,0.6825,428
Pazeo,Seasonal Allergic Conjunctivitis,7,4.29,0.5776,49
Pataday,Seasonal Allergic Conjunctivitis,14,6.86,0.5711,151
Xolegel,Seborrheic Dermatitis,6,7.67,0.8787,161
Ketoconazole,Seborrheic Dermatitis,14,7.29,0.8098,351
Cinacalcet,Secondary Hyperparathyroidism,8,6.62,0.6803,88
Sensipar,Secondary Hyperparathyroidism,7,6.71,0.6356,87
Desyrel,Sedation,8,8.0,0.867,797
Lorazepam,Sedation,13,8.15,0.8605,286
Promethazine,Sedation,28,7.79,0.8252,1113
Ativan,Sedation,6,8.33,0.8174,180
Phenergan,Sedation,7,7.14,0.7912,524
Trazodone,Sedation,79,7.62,0.7582,5401
Hydroxyzine,Sedation,65,6.63,0.6931,2189
Vistaril,Sedation,7,7.14,0.6876,453
Clonazepam,Seizure Prevention,38,8.76,0.8566,697
Klonopin,Seizure Prevention,14,8.43,0.8396,372
Lamictal,Seizure Prevention,37,7.3,0.7856,1376
Lamotrigine,Seizure Prevention,59,7.31,0.7809,1557
Topiramate,Seizure Prevention,51,6.35,0.7321,1146
Topamax,Seizure Prevention,32,6.47,0.7209,1034
Mysoline,Seizures,6,9.33,0.9068,135
Diazepam,Seizures,6,8.67,0.9002,110
Topiramate,Seizures,7,8.86,0.8774,55
Primidone,Seizures,10,8.4,0.8589,175
Ethosuximide,Seizures,7,9.14,0.849,35
Zonegran,Seizures,25,7.32,0.8275,840
Zarontin,Seizures,5,9.4,0.8236,29
Phenobarbital,Seizures,12,8.42,0.8126,165
Lacosamide,Seizures,85,7.04,0.7833,2763
Vimpat,Seizures,82,7.11,0.7783,2759
Trileptal,Seizures,14,6.86,0.7769,346
Oxcarbazepine,Seizures,22,7.05,0.7389,432
Zonisamide,Seizures,38,6.76,0.7272,943
Keppra XR,Seizures,8,7.75,0.7139,99
Phenytoin,Seizures,30,6.97,0.6899,453
Levetiracetam,Seizures,138,6.33,0.6877,4080
Keppra,Seizures,110,6.19,0.6833,3913
Dilantin,Seizures,23,6.91,0.6783,412
Aptiom,Seizures,9,7.0,0.662,103
Eslicarbazepine,Seizures,9,7.0,0.662,103
Fycompa,Seizures,6,6.5,0.5669,111
Perampanel,Seizures,6,6.5,0.5669,111
Viagra,"Sexual Dysfunction, SSRI Induced",13,8.85,0.9181,787
Dextroamphetamine,"Sexual Dysfunction, SSRI Induced",6,9.5,0.8921,234
Sildenafil,"Sexual Dysfunction, SSRI Induced",17,8.24,0.8919,847
Bupropion,"Sexual Dysfunction, SSRI Induced",38,6.76,0.7271,1340
Buspirone,"Sexual Dysfunction, SSRI Induced",11,6.73,0.7125,1038
Provigil,Shift Work Sleep Disorde,12,9.33,0.9223,638
Modafinil,Shift Work Sleep Disorde,17,8.41,0.8617,658
Nuvigil,Shift Work Sleep Disorde,26,7.5,0.7833,609
Armodafinil,Shift Work Sleep Disorde,29,7.45,0.7819,615
Acetaminophen / pseudoephedrine,Sinus Symptoms,6,10.0,0.9109,38
Dexbrompheniramine / pseudoephedrine,Sinus Symptoms,9,10.0,0.8836,48
Guaifenesin / phenylephrine,Sinus Symptoms,5,10.0,0.8799,53
Drixoral Cold and Allergy,Sinus Symptoms,8,10.0,0.8692,47
Ibuprofen / pseudoephedrine,Sinus Symptoms,25,8.32,0.8221,176
Advil Cold and Sinus,Sinus Symptoms,21,8.24,0.8024,170
Ceftin,Sinusitis,11,8.45,0.8315,609
Zithromax,Sinusitis,29,8.24,0.7928,1250
Cefuroxime,Sinusitis,28,7.29,0.7733,926
Amoxicillin,Sinusitis,11,6.82,0.7629,163
Clindamycin,Sinusitis,20,6.9,0.7082,913
Ciprofloxacin,Sinusitis,15,7.53,0.7012,504
Biaxin,Sinusitis,19,6.53,0.6927,734
Moxifloxacin,Sinusitis,57,6.54,0.6799,967
Avelox,Sinusitis,56,6.48,0.6748,966
Azithromycin Dose Pack,Sinusitis,10,6.7,0.6612,284
Azithromycin,Sinusitis,93,7.13,0.6595,2462
Omnicef,Sinusitis,10,6.2,0.6445,354
Prednisone,Sinusitis,12,7.17,0.631,496
Clarithromycin,Sinusitis,111,5.57,0.5854,2305
Levaquin,Sinusitis,90,5.59,0.5732,2791
Augmentin,Sinusitis,80,5.74,0.5623,3063
Levofloxacin,Sinusitis,123,5.5,0.5601,3122
Amoxicillin / clavulanate,Sinusitis,159,5.25,0.5225,3804
Sulfamethoxazole / trimethoprim,Sinusitis,36,4.89,0.4272,511
Cefdinir,Sinusitis,84,4.02,0.3853,1274
Bactrim,Sinusitis,13,4.54,0.3767,269
Bactrim DS,Sinusitis,14,4.93,0.3695,191
Cefprozil,Sinusitis,9,3.44,0.2964,78
Hydroxychloroquine,Sjogren's Syndrome,29,7.17,0.7593,1768
Evoxac,Sjogren's Syndrome,8,7.25,0.7592,176
Cevimeline,Sjogren's Syndrome,11,7.0,0.7342,195
Plaquenil,Sjogren's Syndrome,18,7.0,0.7236,1347
Carac,Skin Cance,5,8.8,0.9585,454
Fluorouracil,Skin Cance,15,8.33,0.9319,984
Efudex,Skin Cance,5,7.8,0.9048,399
Prednisone,Skin Rash,11,7.36,0.6406,314
Bactroban,Skin and Structure Infection,13,8.54,0.8829,531
Linezolid,Skin and Structure Infection,7,8.29,0.8155,126
Zyvox,Skin and Structure Infection,7,8.29,0.8155,126
Mupirocin,Skin and Structure Infection,15,7.53,0.7768,539
Amoxicillin / clavulanate,Skin and Structure Infection,9,6.0,0.6441,127
Keflex,Skin or Soft Tissue Infection,20,7.55,0.7577,957
Doxycycline,Skin or Soft Tissue Infection,17,6.65,0.6936,245
Cephalexin,Skin or Soft Tissue Infection,72,6.85,0.6589,2218
Augmentin,Skin or Soft Tissue Infection,17,6.88,0.6443,249
Amoxicillin / clavulanate,Skin or Soft Tissue Infection,24,6.67,0.6103,289
Clindamycin,Skin or Soft Tissue Infection,50,6.1,0.6086,826
Azithromycin,Skin or Soft Tissue Infection,6,8.0,0.5742,65
Minocycline,Skin or Soft Tissue Infection,6,4.5,0.5213,35
Metronidazole,Skin or Soft Tissue Infection,7,4.86,0.5065,26
Ciprofloxacin,Skin or Soft Tissue Infection,5,6.2,0.4758,17
Levaquin,Skin or Soft Tissue Infection,7,3.29,0.3639,59
Levofloxacin,Skin or Soft Tissue Infection,10,3.0,0.3478,65
Clarithromycin,Skin or Soft Tissue Infection,15,3.4,0.2647,48
Habitrol,Smoking Cessation,6,8.17,0.9233,88
Commit,Smoking Cessation,17,8.94,0.9208,204
Chantix,Smoking Cessation,857,8.81,0.9151,16837
Nicoderm CQ,Smoking Cessation,41,9.12,0.9134,1209
Varenicline,Smoking Cessation,1079,8.8,0.9102,21065
Zyban,Smoking Cessation,79,8.82,0.8937,4086
Nicotine,Smoking Cessation,113,8.42,0.8839,2756
Bupropion,Smoking Cessation,199,8.31,0.8687,6459
Nicotrol Inhaler,Smoking Cessation,21,8.24,0.8677,800
Nicorette,Smoking Cessation,12,7.75,0.7849,320
Effexor XR,Social Anxiety Disorde,13,7.54,0.8731,529
Paroxetine,Social Anxiety Disorde,63,7.95,0.8619,2338
Paxil,Social Anxiety Disorde,52,7.85,0.8595,2240
Zoloft,Social Anxiety Disorde,163,7.57,0.8059,8617
Venlafaxine,Social Anxiety Disorde,23,7.17,0.8,636
Sertraline,Social Anxiety Disorde,195,7.45,0.7934,8774
Pazopanib,Soft Tissue Sarcoma,15,8.33,0.8407,617
Votrient,Soft Tissue Sarcoma,14,8.5,0.8339,617
Gabapentin,Spondylolisthesis,8,6.0,0.6365,78
Lorazepam,Status Epilepticus,5,8.2,0.9503,68
Protonix,Stomach Ulce,8,8.5,0.797,519
Lansoprazole,Stomach Ulce,6,7.83,0.7374,90
Prevacid,Stomach Ulce,6,7.83,0.7374,90
Sucralfate,Stomach Ulce,14,6.5,0.7007,495
Carafate,Stomach Ulce,8,6.25,0.6988,382
Ranitidine,Stomach Ulce,5,7.4,0.6919,30
Pantoprazole,Stomach Ulce,16,7.0,0.655,607
Omeprazole,Stomach Ulce,8,5.75,0.6232,80
Penicillin v potassium,Strep Throat,5,9.8,0.7857,63
Augmentin,Strep Throat,23,7.3,0.7478,573
Biaxin,Strep Throat,11,6.27,0.7354,159
